user	credit_mean	credit_std	credit_interarr_mean	credit_interarr_std	debit_mean	debit_std	debit_interarr_mean	debit_interarr_std	perp_in	perp_out
247075	-1.9994334876401798	-1.9999553100283487	-1.309967141292442	-1.4728081976474976	1.9805681524288392	-1.9784372782443658	-1.617392690606193	-1.4871143930999806	-1.3152509861166133	-0.04191417073055691
249662	-1.9604005759916219	-2.0	-2.0	-2.0	1.9914312138349282	-1.988228318422544	-2.0	-2.0	-2.0	-2.0
250125	3.2700783443149914	5.508350183342386	-1.8441861286789385	-1.8496187284965715	1.9846927361699884	-1.9678187406120964	-1.6422621657167906	-1.8447519234155796	-1.6254983288008051	-2.0
251827	-1.838975848395984	-1.1570622982177783	-1.9122432078647182	-1.849886035645586	1.7513160811020045	-1.6345589732379793	-1.7318663291425662	-1.6260445081306087	-0.9336530421541623	-1.1384014024153861
252702	-1.9937962803025897	-1.9863296642606714	-1.9828563264917376	-1.9628883187323292	1.992912879008536	-1.9893078996860571	-1.9842174484875057	-1.9563242904571734	-1.783433891696947	-2.0
253527	-1.9724132121532778	-1.915549283734782	-0.9913140935836366	-0.30130831869482955	1.9492169130929256	-1.8138830733648363	0.7789669133764884	1.6561333612057079	-1.3983558368181663	-1.166550361203588
254143	-1.9854624215001317	-1.9727614366991957	-2.0	-2.0	1.9925844445413607	-1.9904155203461218	-2.0	-2.0	-2.0	-2.0
259410	-1.9772862181572812	-1.9843678188701093	-1.672472882733279	-0.8440966159584232	1.986521229245646	-1.996234901613822	-2.0	-2.0	-1.8804156514439772	-2.0
260457	195.06569617460715	408.18345492442955	0.0700985761226737	-0.3526475844458226	-112.39494105443073	219.84775842960607	-1.3809324755564159	-1.5402298089807487	-1.2187283291119957	-1.1106127406364859
263799	-1.8862254968291372	-1.60513696257974	-2.0	-2.0	1.8906479823570537	-1.7270694608595125	-1.9981540875423982	-1.9913762474889916	-2.0	-2.0
263879	-2.0	-2.0	-2.0	-2.0	1.9344183686207648	-1.9591858918025058	-1.126241351047404	-1.024480061796993	-2.0	-0.3805674625591042
269687	-0.9471062239094705	-0.6936580230861709	3.1949616648411863	4.366250378528602	0.3460255376683749	0.31899918216274614	2.015782551512498	2.7566065738724572	-1.4380844451071133	-1.7435322006399923
271428	-1.9732309646098927	-1.921123446225022	-1.9893431218732422	-1.9576463955370313	1.9639458707222524	-1.9262334495591091	-1.975243056450989	-1.9368360555554665	-2.0	-2.0
